,psu_hh_idcode,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q11,Q14,Q17,Q18,Q19
331,270_6_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
332,273_5_3,1,1,1,5.0,5.0,6.0,0.0,1.0,,1.0,,,
333,274_5_4,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
334,275_3_3,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
335,285_5_4,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
336,285_6_4,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
337,285_9_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
338,286_8_4,1,1,1,2.0,3.0,3.0,1.0,1.0,,1.0,,,
339,295_6_4,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
340,299_7_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
341,299_8_2,1,1,1,6.0,1.0,3.0,0.0,1.0,,1.0,,,
342,305_6_3,1,1,1,6.0,1.0,3.0,3.0,1.0,,1.0,,,
343,307_11_5,1,1,1,2.0,3.0,3.0,3.0,1.0,,1.0,,,
344,315_7_4,1,1,1,6.0,1.0,3.0,3.0,1.0,,1.0,,,
345,335_8_4,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
346,337_10_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
347,337_12_3,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
348,338_3_3,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
349,341_7_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
350,343_3_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
351,347_2_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
352,354_7_4,1,1,1,6.0,3.0,7.0,2.0,2.0,13.0,1.0,,,
353,355_2_3,1,1,1,6.0,1.0,3.0,3.0,1.0,,1.0,,,
354,355_3_4,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
355,359_5_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
356,363_8_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
357,364_3_3,1,1,1,6.0,1.0,3.0,3.0,1.0,,1.0,,,
358,370_4_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
359,376_5_7,1,1,1,2.0,2.0,2.0,0.0,1.0,,1.0,,,
360,381_9_4,1,1,1,6.0,3.0,7.0,1.0,1.0,,1.0,,,
361,381_9_5,1,1,1,6.0,3.0,7.0,1.0,1.0,,1.0,,,
362,382_2_3,1,1,1,2.0,2.0,2.0,1.0,1.0,,1.0,,,
363,387_4_5,1,1,1,5.0,4.0,6.0,0.0,1.0,,1.0,,,
364,388_4_3,1,1,1,6.0,1.0,3.0,1.0,1.0,,1.0,,,
365,391_8_5,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
366,392_2_3,1,1,1,6.0,1.0,3.0,1.0,1.0,,1.0,,,
367,392_3_5,1,1,1,4.0,1.0,2.0,2.0,1.0,,1.0,,,
368,392_4_4,1,1,1,2.0,2.0,2.0,1.0,1.0,,1.0,,,
369,395_2_3,1,1,1,6.0,1.0,3.0,1.0,1.0,,1.0,,,
370,395_7_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
371,410_12_3,1,1,1,2.0,3.0,3.0,2.0,1.0,,1.0,,,
372,412_4_5,1,1,1,2.0,3.0,3.0,1.0,1.0,,1.0,,,
373,420_12_3,1,1,1,6.0,2.0,3.0,1.0,1.0,,1.0,,,
374,421_2_9,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
375,430_10_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
376,431_3_3,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
377,436_2_2,1,1,1,6.0,2.0,3.0,1.0,1.0,,1.0,,,
378,439_6_4,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
379,442_5_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
380,444_4_4,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
381,445_6_3,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
382,445_7_3,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
383,452_4_4,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
384,455_5_5,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
385,460_2_4,1,1,1,2.0,3.0,3.0,1.0,1.0,,1.0,,,
386,460_7_3,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
387,464_7_4,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
388,465_1_4,1,1,1,5.0,4.0,6.0,3.0,1.0,,1.0,,,
389,467_11_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
390,486_5_3,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
391,502_6_4,1,1,1,6.0,2.0,3.0,1.0,1.0,,1.0,,,
392,509_2_3,1,1,1,6.0,1.0,3.0,1.0,1.0,,1.0,,,
393,511_7_4,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
394,515_4_3,1,1,1,6.0,1.0,3.0,1.0,1.0,,1.0,,,
395,529_10_4,1,1,1,2.0,3.0,3.0,0.0,1.0,,1.0,,,
396,546_1_3,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
397,563_5_3,1,1,1,6.0,2.0,3.0,4.0,1.0,,1.0,,,
398,568_5_4,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
399,599_7_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
400,607_5_4,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
401,608_3_3,1,1,1,6.0,2.0,3.0,1.0,1.0,,1.0,,,
402,611_8_3,1,1,1,2.0,3.0,3.0,1.0,2.0,3.0,1.0,,,
403,628_9_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
404,637_4_3,1,1,1,6.0,1.0,3.0,1.0,1.0,,1.0,,,
405,641_7_3,1,1,1,5.0,4.0,2.0,2.0,1.0,,1.0,,,
406,645_2_1,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
407,645_5_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
408,646_6_3,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
409,652_4_4,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
410,658_4_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
411,660_8_4,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
412,670_5_3,1,1,1,6.0,1.0,3.0,3.0,1.0,,1.0,,,
413,672_8_2,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
414,674_1_3,1,1,1,6.0,1.0,3.0,4.0,1.0,,1.0,,,
415,674_7_6,1,1,1,2.0,3.0,3.0,3.0,1.0,,1.0,,,
416,678_5_3,1,1,1,6.0,1.0,3.0,3.0,2.0,1.0,1.0,,,
417,680_7_4,1,1,1,2.0,3.0,3.0,0.0,2.0,1.0,1.0,,,
418,682_8_4,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
419,682_9_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
420,684_4_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
421,685_11_3,1,1,1,2.0,1.0,2.0,0.0,1.0,,1.0,,,
422,685_11_4,1,1,1,2.0,1.0,2.0,0.0,1.0,,1.0,,,
423,690_8_5,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
424,690_12_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
425,692_1_4,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
426,694_4_3,1,1,1,6.0,1.0,3.0,3.0,1.0,,1.0,,,
427,697_3_4,1,1,1,2.0,3.0,3.0,2.0,2.0,14.0,1.0,,,
428,697_4_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
429,702_11_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
430,706_8_4,1,1,1,6.0,1.0,3.0,1.0,1.0,,1.0,,,
431,711_4_3,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
432,716_4_3,1,1,1,6.0,1.0,3.0,0.0,1.0,,1.0,,,
433,718_1_3,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
434,734_7_4,1,1,1,6.0,1.0,3.0,0.0,1.0,,1.0,,,
435,739_7_5,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
436,740_8_4,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
437,740_9_3,1,1,1,6.0,2.0,3.0,1.0,1.0,,1.0,,,
438,741_4_4,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
439,742_12_4,1,1,1,6.0,1.0,3.0,4.0,1.0,,1.0,,,
440,743_12_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
441,747_7_3,1,1,1,6.0,1.0,3.0,3.0,1.0,,1.0,,,
442,747_9_4,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
443,756_12_1,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
444,758_11_4,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
445,759_1_4,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
446,767_6_7,1,1,1,2.0,3.0,3.0,0.0,2.0,13.0,1.0,,,
447,770_6_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
448,772_2_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
449,774_2_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
450,777_7_6,1,1,1,6.0,1.0,3.0,0.0,1.0,,1.0,,,
451,778_1_4,1,1,1,2.0,3.0,3.0,0.0,2.0,4.0,1.0,,,
452,778_3_4,1,1,1,2.0,3.0,3.0,0.0,1.0,,1.0,,,
453,779_8_3,1,1,1,2.0,3.0,3.0,0.0,1.0,,1.0,,,
454,779_10_4,1,1,1,6.0,1.0,3.0,0.0,1.0,,1.0,,,
455,781_6_3,1,1,1,6.0,1.0,3.0,1.0,1.0,,1.0,,,
456,781_7_8,1,1,1,6.0,2.0,3.0,1.0,1.0,,1.0,,,
457,781_8_5,1,1,1,6.0,1.0,3.0,1.0,1.0,,1.0,,,
458,783_8_3,1,1,1,2.0,2.0,2.0,0.0,1.0,,1.0,,,
459,784_4_2,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
460,786_4_4,1,1,1,2.0,3.0,3.0,0.0,1.0,,1.0,,,
461,787_5_4,1,1,1,6.0,1.0,3.0,0.0,1.0,,1.0,,,
462,788_1_3,1,1,1,6.0,1.0,3.0,0.0,1.0,,1.0,,,
463,790_7_4,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
464,805_9_4,1,1,1,6.0,1.0,3.0,3.0,1.0,,1.0,,,
465,806_5_4,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
466,808_6_3,1,1,1,2.0,3.0,3.0,3.0,1.0,,1.0,,,
467,816_8_4,1,1,1,6.0,1.0,3.0,0.0,1.0,,1.0,,,
468,820_7_2,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
469,821_9_5,1,1,1,2.0,3.0,3.0,2.0,1.0,,1.0,,,
470,5_7_3,1,1,1,6.0,3.0,3.0,0.0,1.0,,1.0,,,
471,14_5_3,1,1,1,6.0,1.0,3.0,4.0,1.0,,1.0,,,
472,16_2_3,1,1,1,6.0,2.0,3.0,4.0,1.0,,1.0,,,
473,19_2_4,1,1,1,6.0,3.0,3.0,2.0,1.0,,1.0,,,
474,37_7_3,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
475,48_9_4,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
476,49_5_4,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
477,63_5_4,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
478,65_5_3,1,1,1,6.0,3.0,7.0,2.0,2.0,1.0,1.0,,,
479,66_11_6,1,1,1,6.0,1.0,3.0,3.0,1.0,,1.0,,,
480,73_8_3,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
481,79_6_5,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
482,85_2_4,1,1,1,6.0,2.0,3.0,1.0,1.0,,1.0,,,
483,91_4_3,1,1,1,6.0,3.0,7.0,3.0,2.0,13.0,1.0,,,
484,94_4_5,1,1,1,6.0,1.0,3.0,1.0,1.0,,1.0,,,
485,94_8_4,1,1,1,6.0,3.0,3.0,2.0,1.0,,1.0,,,
486,96_4_3,1,1,1,6.0,3.0,7.0,0.0,1.0,,1.0,,,
487,99_2_4,1,1,2,,,,,,,,,,
488,108_10_4,1,1,1,6.0,3.0,3.0,1.0,1.0,,1.0,,,
489,113_1_4,1,1,1,6.0,3.0,7.0,0.0,1.0,,1.0,,,
490,113_4_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
491,113_7_3,1,1,1,6.0,3.0,7.0,0.0,1.0,,1.0,,,
492,121_11_3,1,1,1,2.0,3.0,3.0,1.0,1.0,,1.0,,,
493,123_8_4,1,1,1,6.0,2.0,3.0,1.0,1.0,,1.0,,,
494,128_2_3,1,1,1,2.0,1.0,2.0,0.0,1.0,,1.0,,,
495,130_5_5,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
496,132_8_4,1,1,1,6.0,3.0,3.0,2.0,1.0,,1.0,,,
497,147_7_6,1,1,1,6.0,3.0,3.0,0.0,1.0,,1.0,,,
498,152_6_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
499,159_6_3,1,1,1,2.0,4.0,3.0,1.0,1.0,,1.0,,,
500,160_5_5,1,1,1,6.0,1.0,3.0,1.0,1.0,,1.0,,,
501,163_6_3,1,1,1,6.0,1.0,3.0,3.0,1.0,,1.0,,,
502,171_1_4,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
503,173_7_3,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
504,180_5_3,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
505,183_3_6,1,1,1,6.0,2.0,3.0,1.0,1.0,,1.0,,,
506,185_8_4,1,1,1,6.0,3.0,7.0,0.0,1.0,,1.0,,,
507,188_8_3,1,1,1,6.0,2.0,3.0,1.0,1.0,,1.0,,,
508,191_4_4,1,1,1,6.0,1.0,3.0,0.0,1.0,,1.0,,,
509,194_1_3,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
510,202_10_2,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
511,205_5_4,1,1,1,6.0,1.0,3.0,0.0,1.0,,1.0,,,
512,214_11_3,1,1,1,6.0,3.0,7.0,0.0,2.0,1.0,1.0,,,
513,237_4_3,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
514,247_9_4,1,1,1,6.0,3.0,7.0,0.0,2.0,1.0,1.0,,,
515,247_11_4,1,1,1,6.0,3.0,7.0,0.0,2.0,4.0,1.0,,,
516,251_1_5,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
517,253_5_3,1,1,1,2.0,4.0,3.0,3.0,1.0,,1.0,,,
518,254_5_4,1,1,1,6.0,3.0,7.0,0.0,1.0,,1.0,,,
519,260_4_3,1,1,1,6.0,3.0,7.0,2.0,2.0,2.0,1.0,,,
520,263_4_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
521,267_7_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
522,269_4_3,1,1,1,6.0,3.0,3.0,3.0,1.0,,1.0,,,
523,273_8_2,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
524,275_5_3,1,1,1,6.0,3.0,3.0,2.0,1.0,,1.0,,,
525,283_5_4,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
526,284_11_3,1,1,1,6.0,2.0,6.0,2.0,1.0,,1.0,,,
527,285_2_4,1,1,1,6.0,3.0,7.0,2.0,1.0,,1.0,,,
528,307_8_3,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
529,313_9_5,1,1,1,6.0,3.0,7.0,4.0,1.0,,1.0,,,
530,317_7_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
531,317_8_4,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
532,319_8_3,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
533,321_6_6,1,1,1,6.0,1.0,3.0,3.0,1.0,,1.0,,,
534,325_3_3,1,1,1,2.0,3.0,3.0,3.0,1.0,,1.0,,,
535,337_9_3,1,1,1,6.0,3.0,3.0,2.0,1.0,,1.0,,,
536,339_4_5,1,1,1,6.0,3.0,3.0,2.0,1.0,,1.0,,,
537,341_5_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
538,344_5_4,1,1,1,6.0,3.0,7.0,2.0,1.0,,1.0,,,
539,353_7_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
540,356_2_3,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
541,362_3_3,1,1,1,6.0,3.0,3.0,3.0,1.0,,1.0,,,
542,369_2_4,1,1,1,6.0,2.0,3.0,1.0,1.0,,1.0,,,
543,371_1_4,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
544,377_2_3,1,1,1,6.0,3.0,7.0,0.0,1.0,,1.0,,,
545,377_6_3,1,1,1,6.0,1.0,3.0,0.0,1.0,,1.0,,,
546,379_2_3,1,1,1,6.0,3.0,7.0,1.0,2.0,13.0,1.0,,,
547,380_9_3,1,1,1,2.0,3.0,3.0,2.0,1.0,,1.0,,,
548,381_1_3,1,1,1,6.0,3.0,7.0,1.0,2.0,13.0,1.0,,,
549,384_10_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
550,388_1_3,1,1,1,2.0,4.0,3.0,1.0,2.0,4.0,1.0,,,
551,390_8_3,1,1,1,6.0,1.0,3.0,0.0,1.0,,1.0,,,
552,391_1_7,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
553,403_5_4,1,1,1,6.0,3.0,7.0,0.0,2.0,13.0,1.0,,,
554,406_8_3,1,1,1,6.0,3.0,7.0,2.0,1.0,,1.0,,,
555,422_6_3,1,1,1,6.0,3.0,7.0,0.0,2.0,13.0,1.0,,,
556,432_8_4,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
557,432_9_2,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
558,439_8_3,1,1,1,6.0,1.0,3.0,0.0,1.0,,1.0,,,
559,443_2_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
560,444_3_5,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
561,444_4_3,1,1,1,6.0,3.0,7.0,2.0,1.0,,1.0,,,
562,446_2_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
563,450_6_4,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
564,455_3_3,1,1,1,6.0,3.0,3.0,0.0,1.0,,1.0,,,
565,456_2_4,1,1,1,6.0,3.0,3.0,0.0,1.0,,1.0,,,
566,456_4_4,1,1,1,6.0,3.0,7.0,0.0,1.0,,1.0,,,
567,459_9_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
568,460_2_3,1,1,1,6.0,3.0,7.0,2.0,1.0,,1.0,,,
569,463_5_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
570,463_6_3,1,1,1,6.0,3.0,7.0,0.0,1.0,,1.0,,,
571,479_7_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
572,485_4_3,1,1,1,6.0,3.0,3.0,3.0,1.0,,1.0,,,
573,486_2_3,1,1,1,6.0,1.0,3.0,3.0,1.0,,1.0,,,
574,486_7_3,1,1,1,6.0,3.0,7.0,3.0,2.0,13.0,1.0,,,
575,499_2_3,1,1,1,6.0,3.0,3.0,0.0,1.0,,1.0,,,
576,500_8_5,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
577,503_4_4,1,1,1,6.0,2.0,3.0,1.0,1.0,,1.0,,,
578,506_3_5,1,1,1,6.0,3.0,3.0,2.0,1.0,,1.0,,,
579,508_2_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
580,510_4_4,1,1,1,6.0,1.0,3.0,0.0,1.0,,1.0,,,
581,513_6_3,1,1,1,6.0,3.0,3.0,2.0,1.0,,1.0,,,
582,522_7_3,1,1,1,6.0,3.0,3.0,1.0,1.0,,1.0,,,
583,528_7_5,1,1,1,6.0,3.0,7.0,0.0,1.0,,1.0,,,
584,529_2_5,1,1,1,1.0,6.0,1.0,0.0,1.0,,1.0,,,
585,530_6_4,1,1,1,6.0,3.0,3.0,0.0,1.0,,1.0,,,
586,536_8_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
587,538_8_4,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
588,541_8_3,1,1,1,6.0,3.0,7.0,2.0,1.0,,1.0,,,
589,542_3_4,1,1,1,6.0,3.0,3.0,2.0,1.0,,1.0,,,
590,550_6_4,1,1,1,6.0,3.0,3.0,3.0,1.0,,1.0,,,
591,552_1_3,1,1,1,6.0,1.0,3.0,0.0,1.0,,1.0,,,
592,556_8_4,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
593,558_8_3,1,1,1,6.0,2.0,3.0,4.0,1.0,,1.0,,,
594,560_6_3,1,1,1,6.0,2.0,3.0,4.0,1.0,,1.0,,,
595,564_5_6,1,1,1,6.0,3.0,7.0,2.0,2.0,12.0,1.0,,,
596,564_6_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
597,565_7_3,1,1,1,6.0,3.0,7.0,3.0,1.0,,1.0,,,
598,566_5_3,1,1,1,2.0,4.0,3.0,2.0,1.0,,1.0,,,
599,568_8_5,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
600,569_6_4,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
601,586_9_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
602,594_1_3,1,1,1,6.0,3.0,7.0,3.0,2.0,14.0,1.0,,,
603,605_4_3,1,1,1,6.0,2.0,3.0,1.0,1.0,,1.0,,,
604,606_3_3,1,1,1,6.0,3.0,7.0,1.0,1.0,,1.0,,,
605,614_5_4,1,1,1,6.0,3.0,7.0,3.0,1.0,,1.0,,,
606,618_8_3,3,3,2,,,,,,,,,,
607,630_7_4,1,1,1,6.0,3.0,7.0,3.0,1.0,,1.0,,,
608,631_3_2,1,1,1,2.0,4.0,3.0,2.0,1.0,,1.0,,,
609,631_5_4,1,1,1,2.0,3.0,3.0,2.0,1.0,,1.0,,,
610,634_5_3,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
611,634_6_4,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
612,635_10_4,1,1,1,6.0,3.0,7.0,3.0,2.0,4.0,1.0,,,
613,635_12_3,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
614,640_1_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
615,647_8_3,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
616,653_3_3,1,1,1,6.0,3.0,3.0,2.0,1.0,,1.0,,,
617,660_7_3,1,1,1,6.0,3.0,7.0,3.0,2.0,10.0,1.0,,,
618,660_7_4,1,1,1,6.0,3.0,7.0,3.0,2.0,10.0,1.0,,,
619,662_1_3,1,1,1,2.0,4.0,3.0,0.0,1.0,,1.0,,,
620,676_7_3,1,1,1,6.0,3.0,7.0,3.0,1.0,,1.0,,,
621,678_1_8,1,1,1,6.0,1.0,3.0,3.0,1.0,,1.0,,,
622,678_4_3,1,1,1,6.0,1.0,3.0,3.0,1.0,,1.0,,,
623,679_5_4,1,1,1,6.0,3.0,7.0,3.0,2.0,13.0,1.0,,,
624,679_8_3,1,1,1,6.0,1.0,3.0,0.0,1.0,,1.0,,,
625,681_2_3,1,1,1,6.0,3.0,7.0,0.0,1.0,,1.0,,,
626,681_6_3,1,1,1,6.0,3.0,7.0,0.0,1.0,,1.0,,,
627,687_2_4,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
628,689_10_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
629,704_2_5,1,1,1,2.0,3.0,3.0,0.0,2.0,14.0,1.0,,,
630,704_4_4,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
631,711_6_4,1,1,1,6.0,3.0,7.0,0.0,2.0,4.0,1.0,,,
632,721_1_4,1,1,1,6.0,3.0,7.0,0.0,1.0,,1.0,,,
633,722_2_3,1,1,1,6.0,1.0,3.0,1.0,1.0,,1.0,,,
634,723_4_4,1,1,1,6.0,3.0,3.0,2.0,1.0,,1.0,,,
635,726_7_4,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
636,729_6_3,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,1.0,,,
637,731_11_4,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
638,731_12_4,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
639,745_5_4,2,2,2,,,,,,,,,,
640,750_1_4,1,1,1,6.0,3.0,7.0,2.0,1.0,,1.0,,,
641,750_5_4,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
642,757_4_5,1,1,1,6.0,1.0,3.0,2.0,1.0,,1.0,,,
643,761_8_4,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
644,761_9_4,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
645,761_11_3,1,1,1,6.0,3.0,7.0,3.0,1.0,,1.0,,,
646,768_8_3,1,1,1,6.0,3.0,7.0,0.0,1.0,,1.0,,,
647,773_6_3,1,1,1,6.0,2.0,3.0,1.0,1.0,,1.0,,,
648,775_9_5,1,1,1,6.0,3.0,7.0,1.0,1.0,,1.0,,,
649,777_2_3,1,1,1,6.0,2.0,3.0,1.0,1.0,,1.0,,,
650,778_1_3,1,1,1,2.0,3.0,3.0,0.0,2.0,1.0,1.0,,,
651,779_2_4,1,1,1,6.0,3.0,7.0,0.0,2.0,13.0,1.0,,,
652,779_3_6,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
653,779_8_2,1,1,1,6.0,1.0,3.0,0.0,1.0,,1.0,,,
654,786_8_3,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
655,794_4_4,1,1,1,6.0,3.0,3.0,2.0,1.0,,1.0,,,
656,797_1_3,1,1,1,6.0,2.0,3.0,2.0,1.0,,1.0,,,
657,808_3_3,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
658,810_6_4,1,1,1,6.0,2.0,3.0,0.0,1.0,,1.0,,,
659,822_9_4,1,1,1,6.0,2.0,3.0,3.0,1.0,,1.0,,,
660,827_4_2,1,1,1,7.0,2.0,3.0,0.0,2.0,1.0,1.0,,,
