,psu_hh_idcode,subjectivePoverty_rating
5169,334_5_1,4
5170,404_1_1,7
5171,148_7_1,3
5172,77_8_1,4
5173,824_6_1,7
5174,184_4_1,2
5175,563_3_1,4
5176,381_5_1,7
5177,117_10_1,6
5178,303_6_1,3
5179,636_7_2,8
5180,752_2_1,5
5181,675_7_2,7
5182,603_10_1,2
5183,104_3_1,4
5184,191_3_2,3
5185,367_4_1,3
5186,530_2_1,5
5187,79_5_1,5
5188,554_9_1,8
5189,482_8_1,7
5190,49_7_1,3
5191,544_4_2,2
5192,813_5_1,6
5193,499_9_1,3
5194,51_1_1,6
5195,601_12_1,5
5196,643_1_1,7
5197,673_5_2,5
5198,421_1_1,3
5199,6_9_1,5
5200,800_3_2,4
5201,822_4_2,7
5202,456_5_3,5
5203,466_8_1,2
5204,809_11_1,5
5205,303_8_1,3
5206,219_7_1,5
5207,806_8_1,3
5208,683_2_1,5
5209,508_9_1,3
5210,43_3_1,6
5211,27_8_1,2
5212,459_1_1,7
5213,168_7_1,7
5214,762_5_2,5
5215,487_8_2,3
5216,456_2_1,7
5217,42_2_1,4
5218,655_8_1,2
5219,376_6_2,3
5220,796_9_1,5
5221,390_5_1,2
5222,807_1_2,4
5223,291_4_2,7
5224,525_8_1,3
5225,444_7_2,7
5226,183_3_2,7
5227,22_4_1,3
5228,526_5_1,2
5229,698_2_2,7
5230,447_3_2,7
5231,529_7_1,6
5232,645_12_1,6
5233,680_3_2,7
5234,687_2_4,6
5235,118_4_2,2
5236,8_6_1,4
5237,156_1_1,2
5238,643_2_1,8
5239,730_6_2,8
5240,266_3_1,5
5241,191_7_2,2
5242,20_2_1,5
5243,61_2_1,6
5244,558_7_1,5
5245,491_2_1,7
5246,221_3_2,2
5247,94_7_1,3
5248,224_2_1,3
5249,563_7_1,4
5250,607_8_1,3
5251,340_1_1,3
5252,673_7_2,4
5253,525_3_1,7
5254,167_6_1,6
5255,741_7_2,7
5256,357_10_1,2
5257,24_3_1,2
5258,143_1_2,1
5259,258_6_1,3
5260,833_5_2,4
5261,19_5_1,4
5262,516_6_1,4
5263,612_3_1,1
5264,421_5_1,6
5265,599_6_1,9
5266,359_4_1,5
5267,473_2_1,4
5268,174_3_1,3
5269,788_2_1,4
5270,705_8_1,6
5271,454_7_1,2
5272,817_3_2,4
5273,600_7_1,8
5274,379_7_1,1
5275,372_6_1,8
5276,724_5_1,8
5277,214_7_1,3
5278,370_3_1,2
5279,57_8_1,5
5280,77_3_1,4
5281,534_1_1,5
5282,604_4_1,5
5283,778_5_1,8
5284,260_6_1,7
5285,507_6_1,5
5286,677_9_2,5
5287,203_8_2,3
5288,586_8_1,5
5289,730_1_2,5
5290,6_2_1,6
5291,262_3_1,4
5292,491_6_1,7
5293,273_1_1,5
5294,10_3_1,4
5295,667_2_1,5
5296,823_3_1,6
5297,333_4_1,3
5298,398_7_1,4
5299,260_8_1,6
5300,56_2_1,5
5301,257_7_1,4
5302,318_8_1,2
5303,163_6_2,5
5304,429_8_1,5
5305,164_1_1,2
5306,30_5_1,6
5307,694_10_1,3
5308,326_1_1,2
5309,578_2_1,6
5310,322_8_1,1
5311,411_2_1,5
5312,399_5_1,2
5313,495_3_1,6
5314,347_2_1,5
5315,605_3_1,4
5316,529_1_1,5
5317,264_6_1,4
5318,336_1_2,5
5319,346_3_1,3
5320,587_2_2,8
5321,174_4_6,4
5322,782_7_1,5
5323,754_3_1,2
5324,819_6_2,6
5325,626_3_2,4
5326,160_8_1,4
5327,743_11_1,3
5328,817_6_2,4
5329,195_5_1,3
5330,753_8_2,3
5331,399_9_1,4
5332,571_8_1,3
5333,601_5_1,4
5334,782_1_1,2
5335,606_3_1,5
5336,450_4_1,4
