psu_hh_idcode,subjectivePoverty_rating,hhid,q02,q03,q05,q09,q23,Q01,Q03,Q06,Q07,Q08,Q11,Q19
47_5_1,3,4705,1,1,49,0,0,1,1,3.0,0.0,2.0,13.0,2.0
47_6_1,3,4706,1,1,67,0,0,1,1,3.0,0.0,2.0,2.0,2.0
47_7_1,2,4707,1,1,54,0,0,1,1,3.0,0.0,2.0,2.0,2.0
48_1_1,3,4801,1,1,58,0,0,1,1,3.0,0.0,2.0,2.0,2.0
48_2_1,4,4802,1,1,44,0,0,1,1,3.0,0.0,2.0,7.0,2.0
48_3_1,3,4803,2,1,41,0,0,1,1,3.0,1.0,2.0,2.0,2.0
48_5_1,5,4805,1,1,47,0,0,1,1,2.0,1.0,2.0,7.0,2.0
48_6_1,3,4806,1,1,57,0,0,1,1,2.0,0.0,2.0,2.0,2.0
48_7_1,3,4807,1,1,35,0,0,1,1,3.0,2.0,2.0,2.0,2.0
48_9_1,4,4809,1,1,46,0,0,1,1,3.0,0.0,2.0,2.0,2.0
49_3_1,3,4903,1,1,45,0,0,1,1,3.0,0.0,2.0,2.0,2.0
49_4_1,4,4904,1,1,52,0,0,1,1,9.0,1.0,2.0,13.0,2.0
49_6_1,3,4906,1,1,54,0,0,1,1,3.0,0.0,2.0,2.0,2.0
49_7_1,3,4907,2,1,37,0,0,1,1,3.0,1.0,2.0,2.0,2.0
50_1_2,2,5001,2,1,53,0,0,1,1,3.0,0.0,2.0,13.0,2.0
50_3_1,2,5003,1,1,34,2,0,1,1,3.0,1.0,2.0,13.0,2.0
50_4_1,6,5004,1,1,69,0,0,1,1,2.0,1.0,2.0,13.0,2.0
50_6_1,8,5006,1,1,47,0,0,1,1,3.0,1.0,2.0,13.0,2.0
50_7_1,6,5007,1,1,71,0,0,1,1,2.0,0.0,2.0,13.0,2.0
50_8_1,5,5008,1,1,80,0,0,1,1,2.0,0.0,2.0,13.0,2.0
50_9_1,6,5009,1,1,59,0,0,1,1,6.0,0.0,2.0,13.0,2.0
51_1_1,6,5101,1,1,24,0,0,1,1,9.0,2.0,2.0,13.0,2.0
51_2_1,6,5102,1,1,48,0,0,1,1,6.0,2.0,2.0,13.0,2.0
51_3_1,5,5103,1,1,44,0,0,1,1,3.0,1.0,2.0,13.0,2.0
51_4_1,3,5104,1,1,44,0,0,1,1,3.0,1.0,2.0,13.0,2.0
51_6_1,6,5106,1,1,30,0,1,1,1,3.0,2.0,2.0,13.0,2.0
51_7_1,7,5107,1,1,47,0,0,1,1,4.0,2.0,2.0,13.0,2.0
51_8_1,6,5108,1,1,64,0,0,1,1,2.0,0.0,2.0,13.0,2.0
52_1_1,6,5201,1,1,57,0,0,1,1,9.0,0.0,2.0,13.0,2.0
52_2_1,3,5202,1,1,29,0,1,1,1,2.0,0.0,2.0,13.0,2.0
52_3_1,7,5203,1,1,40,5,1,1,1,3.0,1.0,2.0,13.0,2.0
52_4_1,5,5204,1,1,62,0,0,1,1,3.0,0.0,2.0,13.0,2.0
52_6_1,6,5206,1,1,48,5,1,1,1,3.0,1.0,2.0,13.0,2.0
52_7_1,7,5207,1,1,41,11,0,1,1,3.0,1.0,2.0,13.0,2.0
52_8_1,6,5208,1,1,76,0,0,1,1,2.0,0.0,2.0,13.0,2.0
53_1_1,5,5301,1,1,69,0,0,1,1,2.0,0.0,2.0,13.0,2.0
53_3_1,6,5303,1,1,49,0,0,1,1,2.0,1.0,2.0,13.0,2.0
53_5_1,5,5305,1,1,43,0,1,1,1,3.0,1.0,2.0,13.0,2.0
53_6_1,5,5306,1,1,32,0,0,1,1,2.0,2.0,2.0,13.0,2.0
53_7_1,6,5307,1,1,44,0,0,1,1,2.0,0.0,2.0,13.0,2.0
53_8_1,6,5308,1,1,60,0,0,1,1,1.0,0.0,2.0,13.0,2.0
54_1_1,5,5401,1,1,73,0,0,1,1,2.0,0.0,2.0,13.0,2.0
54_3_1,5,5403,2,1,65,0,0,2,1,1.0,1.0,2.0,13.0,2.0
54_4_1,5,5404,1,1,53,0,0,1,1,2.0,1.0,2.0,13.0,2.0
54_5_1,4,5405,1,1,37,0,0,1,1,2.0,0.0,2.0,13.0,2.0
54_7_1,4,5407,1,1,60,0,0,1,1,2.0,1.0,2.0,13.0,2.0
54_8_1,5,5408,1,1,71,0,0,3,1,1.0,0.0,2.0,13.0,2.0
54_9_1,3,5409,1,1,66,0,0,1,1,1.0,0.0,2.0,13.0,2.0
54_10_1,5,5410,1,1,36,7,0,1,1,3.0,2.0,2.0,13.0,2.0
55_1_1,6,5501,1,1,76,0,0,1,1,1.0,1.0,2.0,13.0,2.0
55_2_1,7,5502,1,1,51,0,0,1,1,9.0,1.0,2.0,13.0,2.0
55_3_1,7,5503,1,1,58,0,0,1,1,2.0,1.0,2.0,13.0,2.0
55_4_1,5,5504,1,1,46,0,0,1,1,9.0,2.0,2.0,13.0,2.0
55_5_1,4,5505,1,1,33,6,0,1,1,1.0,1.0,2.0,13.0,2.0
55_6_1,5,5506,1,1,68,0,0,2,1,1.0,1.0,2.0,13.0,2.0
55_7_1,4,5507,1,1,49,7,0,1,1,2.0,2.0,2.0,13.0,2.0
55_8_1,7,5508,1,1,73,0,0,2,1,1.0,0.0,2.0,13.0,2.0
56_1_1,6,5601,1,1,39,4,0,1,1,3.0,1.0,2.0,13.0,2.0
56_2_1,5,5602,1,1,36,5,2,1,1,2.0,1.0,2.0,13.0,2.0
56_3_1,5,5603,1,1,42,6,0,1,1,2.0,1.0,2.0,13.0,2.0
56_6_1,3,5606,1,1,52,0,0,1,1,2.0,1.0,2.0,13.0,2.0
56_7_1,7,5607,1,1,48,0,1,1,1,3.0,0.0,2.0,13.0,2.0
56_8_1,6,5608,1,1,42,0,0,1,1,6.0,0.0,2.0,13.0,2.0
56_9_1,6,5609,1,1,43,0,0,1,1,9.0,0.0,2.0,13.0,2.0
56_11_1,6,5611,1,1,51,0,0,1,1,2.0,0.0,2.0,13.0,2.0
57_1_1,5,5701,1,1,46,0,0,1,1,2.0,0.0,2.0,13.0,2.0
57_2_1,5,5702,1,1,41,0,0,1,1,2.0,1.0,2.0,13.0,2.0
57_3_1,5,5703,1,1,68,0,0,2,1,3.0,1.0,2.0,13.0,2.0
57_5_1,5,5705,1,1,60,5,0,1,1,2.0,0.0,2.0,13.0,2.0
57_6_1,3,5706,1,1,68,0,0,1,1,1.0,0.0,2.0,13.0,2.0
57_7_1,5,5707,1,1,42,0,0,1,1,2.0,1.0,2.0,13.0,2.0
57_8_1,5,5708,1,1,48,0,0,1,1,1.0,0.0,2.0,13.0,2.0
58_1_1,7,5801,1,1,55,0,0,1,1,9.0,0.0,2.0,13.0,2.0
58_2_1,6,5802,1,1,75,0,0,1,1,6.0,0.0,2.0,13.0,2.0
58_3_1,8,5803,1,1,62,0,0,1,1,9.0,1.0,2.0,13.0,2.0
58_5_1,3,5805,2,1,53,0,0,1,1,9.0,1.0,2.0,13.0,2.0
58_6_1,3,5806,1,1,60,0,0,1,1,3.0,2.0,2.0,4.0,2.0
58_7_1,3,5807,1,1,46,0,0,1,1,3.0,0.0,2.0,13.0,2.0
58_8_1,7,5808,2,1,61,9,0,1,1,1.0,1.0,2.0,13.0,2.0
58_9_1,6,5809,1,1,44,0,0,1,1,3.0,0.0,2.0,14.0,2.0
59_1_1,6,5901,1,1,52,0,0,1,1,3.0,0.0,2.0,2.0,2.0
59_2_1,6,5902,2,1,60,0,0,2,1,1.0,1.0,2.0,13.0,2.0
59_5_1,7,5905,1,1,63,0,0,1,1,3.0,0.0,2.0,13.0,2.0
59_6_1,3,5906,2,1,62,0,0,1,1,1.0,1.0,2.0,13.0,2.0
59_8_1,4,5908,2,1,53,0,0,1,1,3.0,0.0,2.0,13.0,2.0
60_1_1,2,6001,1,1,41,0,2,1,1,9.0,0.0,2.0,13.0,2.0
60_2_1,4,6002,1,1,60,0,0,1,1,3.0,0.0,2.0,13.0,2.0
60_4_1,4,6004,1,1,77,0,0,2,1,3.0,0.0,2.0,13.0,2.0
60_5_1,3,6005,1,1,58,0,0,1,1,3.0,0.0,2.0,13.0,2.0
60_7_1,6,6007,1,1,35,0,0,1,1,3.0,0.0,2.0,13.0,2.0
60_8_1,8,6008,1,1,44,0,0,1,1,6.0,2.0,2.0,13.0,2.0
61_1_2,4,6101,2,2,56,0,0,1,1,2.0,0.0,2.0,2.0,2.0
61_2_1,6,6102,1,1,70,0,0,1,1,2.0,0.0,2.0,2.0,2.0
61_3_2,6,6103,2,2,31,0,0,1,1,2.0,1.0,2.0,2.0,2.0
61_4_1,5,6104,1,1,61,0,0,1,1,2.0,0.0,2.0,2.0,2.0
61_5_1,5,6105,1,1,79,0,0,1,1,3.0,0.0,2.0,2.0,2.0
61_6_4,6,6106,2,9,27,0,0,1,1,9.0,2.0,2.0,2.0,2.0
61_7_2,6,6107,2,2,49,0,0,1,1,2.0,0.0,2.0,2.0,2.0
61_8_1,6,6108,1,1,53,0,0,1,1,2.0,0.0,2.0,2.0,2.0
62_2_2,5,6202,2,2,58,0,0,1,1,9.0,0.0,2.0,2.0,2.0
62_3_1,7,6203,1,1,49,0,0,1,1,3.0,1.0,2.0,2.0,2.0
62_4_2,7,6204,2,2,75,0,0,1,1,2.0,0.0,2.0,2.0,2.0
62_6_1,4,6206,1,1,41,0,0,1,1,2.0,0.0,2.0,2.0,2.0
62_7_2,5,6207,2,2,61,0,0,1,1,9.0,0.0,2.0,13.0,2.0
62_9_2,3,6209,2,2,37,0,0,1,1,2.0,0.0,2.0,2.0,2.0
63_1_3,6,6301,2,9,24,0,0,1,1,3.0,2.0,2.0,12.0,2.0
63_2_2,7,6302,2,2,41,0,0,1,1,2.0,0.0,2.0,2.0,2.0
63_3_1,7,6303,1,1,53,0,0,1,1,3.0,0.0,2.0,2.0,2.0
63_5_2,7,6305,2,2,50,0,0,1,1,2.0,1.0,2.0,2.0,2.0
63_6_2,7,6306,2,2,77,0,0,1,1,1.0,0.0,2.0,2.0,2.0
63_8_1,5,6308,2,1,68,0,0,2,1,0.0,0.0,2.0,2.0,2.0
64_2_1,6,6402,1,1,69,0,0,1,1,2.0,0.0,2.0,2.0,2.0
64_3_1,5,6403,1,1,57,0,0,1,1,3.0,0.0,2.0,2.0,2.0
64_4_1,6,6404,1,1,80,0,0,2,1,0.0,0.0,2.0,2.0,2.0
64_5_1,5,6405,1,1,55,0,0,1,1,2.0,0.0,2.0,2.0,2.0
64_6_1,5,6406,1,1,57,0,0,1,1,3.0,0.0,2.0,2.0,2.0
64_9_1,5,6409,1,1,51,0,1,1,1,2.0,0.0,2.0,2.0,2.0
65_4_2,6,6504,2,2,58,0,0,1,1,1.0,0.0,2.0,2.0,2.0
65_5_1,5,6505,1,1,56,0,0,1,1,2.0,1.0,2.0,13.0,2.0
65_6_1,6,6506,1,1,49,0,1,1,1,2.0,0.0,2.0,2.0,2.0
65_7_4,7,6507,2,7,82,0,0,3,2,,,,,
65_8_1,6,6508,1,1,76,0,0,2,1,1.0,0.0,2.0,2.0,2.0
65_9_1,6,6509,1,1,73,0,0,1,1,1.0,1.0,2.0,13.0,2.0
66_1_1,3,6601,1,1,34,0,1,1,1,2.0,3.0,2.0,13.0,2.0
66_2_1,7,6602,1,1,47,0,0,1,1,3.0,3.0,2.0,13.0,2.0
66_3_1,6,6603,1,1,40,0,0,1,1,9.0,3.0,2.0,13.0,2.0
66_8_1,4,6608,1,1,50,3,0,1,1,3.0,2.0,2.0,13.0,2.0
66_11_3,7,6611,1,4,46,0,2,1,1,9.0,2.0,2.0,13.0,2.0
67_1_1,6,6701,1,1,40,0,0,1,1,9.0,0.0,2.0,13.0,2.0
67_3_1,3,6703,1,1,40,0,0,1,1,2.0,3.0,2.0,13.0,2.0
67_4_1,4,6704,1,1,43,0,0,1,1,3.0,3.0,2.0,13.0,2.0
67_7_1,6,6707,2,1,56,0,0,1,1,9.0,1.0,2.0,13.0,2.0
67_8_1,4,6708,1,1,63,0,0,1,1,3.0,3.0,2.0,13.0,2.0
67_9_1,4,6709,1,1,64,0,0,1,1,5.0,2.0,2.0,13.0,2.0
67_10_1,2,6710,1,1,42,0,0,1,1,3.0,0.0,2.0,13.0,2.0
67_12_1,7,6712,1,1,40,0,0,1,1,4.0,3.0,2.0,13.0,2.0
68_4_1,4,6804,1,1,66,0,0,1,1,5.0,2.0,2.0,13.0,2.0
68_6_1,4,6806,1,1,64,0,0,1,1,2.0,0.0,2.0,13.0,2.0
68_8_1,6,6808,1,1,58,0,0,1,1,2.0,0.0,2.0,13.0,2.0
68_9_1,2,6809,1,1,32,2,0,2,1,1.0,0.0,2.0,13.0,2.0
68_12_1,4,6812,1,1,87,0,0,2,1,0.0,0.0,2.0,13.0,2.0
69_1_1,2,6901,1,1,31,1,0,1,1,1.0,0.0,2.0,2.0,2.0
69_2_1,2,6902,1,1,31,0,0,1,1,2.0,0.0,2.0,8.0,2.0
69_3_1,1,6903,1,1,51,2,1,1,1,3.0,0.0,2.0,13.0,2.0
69_4_1,5,6904,1,1,58,0,0,1,1,3.0,0.0,2.0,13.0,2.0
69_5_1,4,6905,1,1,63,0,0,2,2,,,,,
69_7_1,2,6907,2,1,76,0,0,3,1,1.0,0.0,2.0,13.0,2.0
69_8_1,5,6908,1,1,52,7,1,1,1,2.0,0.0,2.0,13.0,2.0
69_9_1,4,6909,1,1,40,0,2,1,1,2.0,1.0,2.0,13.0,2.0
70_1_1,2,7001,1,1,57,0,0,1,1,6.0,0.0,2.0,13.0,2.0
70_2_1,2,7002,1,1,53,3,0,1,1,3.0,0.0,2.0,13.0,2.0
70_3_1,6,7003,1,1,49,0,0,1,1,9.0,1.0,2.0,13.0,2.0
70_4_1,4,7004,1,1,54,0,0,1,1,2.0,0.0,2.0,13.0,2.0
70_5_1,5,7005,1,1,61,0,1,1,1,2.0,0.0,2.0,13.0,2.0
70_6_1,3,7006,1,1,55,0,0,1,1,2.0,0.0,2.0,13.0,2.0
70_7_1,5,7007,1,1,40,0,2,1,1,3.0,1.0,2.0,13.0,2.0
71_1_1,2,7101,1,1,73,0,0,2,1,1.0,0.0,2.0,14.0,2.0
71_2_1,1,7102,1,1,33,8,0,1,1,2.0,2.0,2.0,4.0,2.0
71_5_1,7,7105,1,1,56,10,0,1,1,2.0,0.0,2.0,13.0,2.0
71_6_1,5,7106,1,1,54,0,0,1,1,2.0,0.0,2.0,3.0,2.0
71_7_1,5,7107,1,1,62,0,0,2,1,2.0,0.0,2.0,2.0,2.0
71_8_1,2,7108,1,1,46,7,0,1,1,2.0,1.0,2.0,4.0,2.0
72_1_1,7,7201,1,1,53,0,0,1,1,3.0,0.0,1.0,,
72_3_1,4,7203,1,1,62,0,0,1,1,6.0,0.0,2.0,2.0,2.0
72_4_1,4,7204,1,1,38,0,1,1,1,3.0,0.0,2.0,4.0,2.0
72_5_1,7,7205,1,1,59,2,0,1,1,3.0,0.0,2.0,2.0,2.0
72_6_1,3,7206,1,1,57,0,0,1,1,1.0,0.0,2.0,14.0,2.0
72_8_1,5,7208,1,1,76,0,0,1,1,6.0,0.0,2.0,13.0,2.0
73_1_1,6,7301,1,1,47,0,1,1,1,2.0,2.0,2.0,13.0,2.0
73_2_1,4,7302,1,1,56,0,0,1,1,2.0,3.0,2.0,13.0,2.0
73_3_1,4,7303,1,1,40,0,2,1,1,2.0,3.0,2.0,13.0,2.0
73_4_1,4,7304,1,1,65,0,0,1,1,3.0,3.0,2.0,13.0,2.0
73_6_1,7,7306,1,1,57,0,0,1,1,2.0,3.0,2.0,13.0,2.0
73_7_1,4,7307,1,1,74,0,0,2,1,1.0,3.0,2.0,13.0,2.0
73_8_1,4,7308,1,1,50,0,1,1,1,3.0,3.0,2.0,13.0,2.0
74_1_1,3,7401,1,1,49,0,0,1,1,2.0,1.0,2.0,13.0,2.0
74_2_1,4,7402,1,1,66,0,0,1,1,1.0,1.0,2.0,13.0,2.0
74_3_1,3,7403,1,1,25,0,0,1,1,8.0,1.0,2.0,13.0,2.0
74_5_1,3,7405,1,1,71,0,0,1,1,1.0,1.0,2.0,13.0,2.0
74_6_1,3,7406,1,1,63,0,0,1,1,2.0,1.0,2.0,13.0,2.0
74_7_1,3,7407,1,1,41,0,0,1,1,2.0,1.0,2.0,13.0,2.0
74_8_1,3,7408,1,1,50,0,0,1,1,3.0,0.0,2.0,13.0,2.0
74_9_1,2,7409,1,1,49,0,0,1,1,2.0,0.0,2.0,13.0,2.0
75_1_1,3,7501,1,1,48,0,0,1,1,3.0,0.0,2.0,2.0,2.0
75_2_1,3,7502,1,1,75,0,0,2,1,2.0,1.0,2.0,13.0,2.0
75_3_1,3,7503,1,1,48,3,0,1,1,3.0,0.0,2.0,13.0,2.0
75_5_1,3,7505,1,1,43,5,0,1,1,3.0,0.0,2.0,13.0,2.0
75_6_1,3,7506,1,1,28,0,1,1,1,3.0,0.0,2.0,2.0,2.0
75_7_1,3,7507,1,1,36,7,0,1,1,3.0,0.0,2.0,13.0,2.0
75_8_1,3,7508,1,1,52,0,0,1,1,3.0,0.0,2.0,13.0,2.0
76_2_1,3,7602,2,1,89,0,0,3,2,,,,,
76_3_1,3,7603,1,1,68,0,0,1,1,2.0,1.0,2.0,13.0,2.0
76_5_1,4,7605,1,1,73,0,0,1,1,3.0,0.0,2.0,13.0,2.0
76_6_1,3,7606,1,1,47,0,0,1,1,3.0,0.0,2.0,13.0,2.0
76_8_1,4,7608,1,1,61,0,0,1,1,3.0,0.0,2.0,13.0,2.0
77_3_1,4,7703,1,1,54,0,0,1,1,9.0,0.0,2.0,13.0,2.0
77_4_1,3,7704,1,1,49,0,0,2,1,2.0,1.0,2.0,13.0,2.0
77_5_1,3,7705,1,1,60,0,0,1,1,3.0,0.0,1.0,,2.0
77_6_1,3,7706,1,1,56,0,0,1,1,2.0,0.0,2.0,2.0,2.0
77_7_1,4,7707,1,1,52,0,0,1,1,2.0,0.0,2.0,13.0,2.0
77_8_1,4,7708,2,1,71,0,0,2,1,2.0,1.0,2.0,13.0,2.0
77_9_1,4,7709,1,1,55,0,0,1,1,9.0,0.0,2.0,13.0,2.0
78_2_1,3,7802,1,1,41,6,0,1,1,3.0,0.0,2.0,13.0,2.0
78_3_1,4,7803,1,1,62,0,0,1,1,2.0,1.0,2.0,13.0,2.0
78_4_1,3,7804,1,1,68,0,0,1,1,4.0,0.0,2.0,13.0,2.0
78_5_1,6,7805,1,1,74,0,0,1,1,3.0,0.0,2.0,14.0,2.0
78_6_1,3,7806,2,1,43,0,0,1,1,2.0,0.0,2.0,12.0,2.0
78_7_1,3,7807,2,1,48,0,0,1,1,3.0,0.0,2.0,13.0,2.0
79_1_1,3,7901,1,1,49,0,0,1,1,2.0,0.0,2.0,13.0,2.0
79_2_1,3,7902,1,1,48,0,0,1,1,2.0,1.0,2.0,13.0,2.0
79_3_1,4,7903,1,1,50,0,0,1,1,2.0,0.0,2.0,13.0,2.0
79_4_1,3,7904,1,1,46,0,0,1,1,3.0,0.0,2.0,13.0,2.0
79_5_1,5,7905,1,1,68,0,0,1,1,9.0,0.0,2.0,13.0,2.0
79_6_1,5,7906,1,1,64,0,0,1,1,9.0,0.0,2.0,13.0,2.0
79_7_1,4,7907,1,1,53,0,0,1,1,2.0,1.0,2.0,13.0,2.0
79_8_1,4,7908,1,1,48,0,0,1,1,2.0,0.0,2.0,13.0,2.0
80_1_1,2,8001,1,1,40,0,0,1,1,2.0,1.0,2.0,13.0,2.0
80_2_1,3,8002,1,1,47,0,0,1,1,2.0,1.0,2.0,13.0,2.0
80_3_1,2,8003,1,1,57,0,0,1,1,2.0,1.0,2.0,13.0,2.0
80_5_1,3,8005,1,1,44,0,0,1,1,2.0,1.0,2.0,13.0,2.0
80_6_1,4,8006,1,1,44,0,0,1,1,2.0,1.0,2.0,13.0,2.0
80_9_1,2,8009,1,1,25,0,0,1,1,2.0,1.0,2.0,13.0,2.0
81_1_1,4,8101,1,1,28,0,0,1,1,2.0,1.0,2.0,13.0,2.0
81_2_1,5,8102,1,1,72,0,0,1,1,1.0,1.0,2.0,13.0,2.0
81_3_1,4,8103,1,1,35,0,1,1,1,2.0,1.0,2.0,13.0,2.0
81_4_1,4,8104,1,1,54,0,0,1,1,2.0,1.0,2.0,13.0,2.0
81_5_1,4,8105,1,1,38,0,0,1,1,2.0,1.0,2.0,13.0,2.0
81_8_1,4,8108,1,1,56,0,0,1,1,2.0,1.0,2.0,13.0,2.0
82_1_1,6,8201,1,1,56,0,0,1,1,2.0,1.0,2.0,13.0,2.0
82_3_1,5,8203,1,1,52,0,1,1,1,2.0,1.0,2.0,13.0,2.0
82_4_1,5,8204,1,1,58,0,0,1,1,2.0,1.0,2.0,13.0,2.0
82_5_1,4,8205,1,1,49,0,0,1,1,2.0,1.0,2.0,13.0,2.0
82_6_1,4,8206,1,1,60,0,0,1,1,2.0,1.0,2.0,13.0,2.0
82_7_1,5,8207,1,1,54,0,1,1,1,2.0,1.0,2.0,13.0,2.0
82_8_1,4,8208,1,1,62,0,0,1,1,2.0,1.0,2.0,13.0,2.0
82_9_1,3,8209,1,1,35,0,0,1,1,2.0,1.0,2.0,13.0,2.0
83_1_1,4,8301,1,1,68,0,0,1,1,2.0,0.0,2.0,2.0,2.0
83_2_1,5,8302,1,1,54,0,0,1,1,2.0,1.0,2.0,13.0,2.0
83_3_1,5,8303,1,1,46,0,0,1,1,2.0,0.0,2.0,2.0,2.0
83_5_1,4,8305,1,1,50,0,0,1,1,2.0,1.0,2.0,13.0,2.0
83_6_1,5,8306,1,1,53,0,0,1,1,2.0,1.0,2.0,13.0,2.0
83_7_1,4,8307,1,1,39,0,0,1,1,2.0,1.0,2.0,13.0,2.0
84_1_1,5,8401,1,1,39,0,0,1,1,2.0,1.0,2.0,13.0,2.0
84_2_1,6,8402,1,1,51,0,0,1,1,3.0,1.0,2.0,13.0,2.0
84_5_1,6,8405,1,1,53,0,1,1,1,9.0,1.0,2.0,13.0,2.0
84_6_1,3,8406,1,1,48,0,1,1,1,2.0,1.0,2.0,13.0,2.0
84_7_1,4,8407,1,1,45,0,0,1,1,2.0,1.0,2.0,13.0,2.0
85_1_1,4,8501,1,1,60,0,0,1,1,2.0,0.0,2.0,2.0,2.0
85_3_1,5,8503,1,1,57,0,0,1,1,3.0,0.0,2.0,2.0,2.0
85_5_1,2,8505,1,1,51,0,0,1,1,2.0,0.0,2.0,2.0,2.0
85_6_1,3,8506,1,1,44,0,0,1,1,2.0,0.0,2.0,2.0,2.0
85_7_1,4,8507,1,1,33,0,1,1,1,2.0,1.0,2.0,2.0,2.0
85_8_1,6,8508,1,1,52,0,0,1,1,3.0,0.0,2.0,2.0,2.0
86_1_1,4,8601,1,1,61,0,0,1,1,3.0,1.0,2.0,2.0,2.0
86_2_1,4,8602,1,1,55,0,0,1,1,2.0,0.0,2.0,2.0,2.0
86_3_1,6,8603,1,1,44,0,1,1,1,2.0,0.0,2.0,2.0,2.0
86_4_1,5,8604,1,1,44,0,0,1,1,3.0,0.0,2.0,2.0,2.0
86_5_1,4,8605,1,1,55,0,0,1,1,2.0,0.0,2.0,2.0,2.0
86_6_1,5,8606,1,1,46,0,0,1,1,2.0,0.0,2.0,2.0,2.0
86_7_1,4,8607,1,1,73,0,0,2,1,2.0,0.0,2.0,2.0,2.0
86_8_1,3,8608,1,1,62,0,0,1,1,2.0,0.0,2.0,2.0,2.0
87_2_1,4,8702,1,1,76,1,0,2,2,,,,,
87_3_1,4,8703,1,1,56,0,1,1,1,2.0,1.0,2.0,13.0,2.0
87_4_1,7,8704,1,1,56,0,0,1,1,9.0,0.0,2.0,13.0,2.0
87_5_1,4,8705,1,1,44,0,0,1,1,2.0,1.0,2.0,13.0,2.0
87_6_1,4,8706,1,1,70,0,0,2,1,2.0,1.0,2.0,13.0,2.0
87_7_1,5,8707,1,1,53,0,0,1,1,3.0,0.0,2.0,13.0,2.0
87_8_1,4,8708,1,1,53,0,0,1,1,2.0,1.0,2.0,13.0,2.0
88_1_1,5,8801,1,1,47,0,0,1,1,9.0,1.0,2.0,13.0,2.0
88_2_1,4,8802,1,1,42,0,1,1,1,9.0,0.0,2.0,13.0,2.0
88_5_1,6,8805,1,1,81,0,0,1,2,,,,,
88_6_2,5,8806,1,4,53,0,1,1,1,3.0,0.0,2.0,2.0,2.0
88_7_1,3,8807,2,1,49,0,0,1,1,2.0,1.0,2.0,13.0,2.0
88_9_1,5,8809,1,1,73,2,0,2,2,,,,,
89_1_1,5,8901,1,1,46,0,0,1,1,2.0,1.0,2.0,13.0,2.0
89_2_1,5,8902,1,1,47,0,0,1,1,2.0,1.0,2.0,13.0,2.0
89_3_1,5,8903,1,1,52,0,0,1,1,9.0,1.0,2.0,13.0,2.0
89_4_1,3,8904,1,1,35,0,1,1,2,,,,,
89_5_1,3,8905,2,1,66,0,0,3,2,,,,,
89_7_1,6,8907,1,1,45,0,0,1,1,2.0,1.0,2.0,13.0,2.0
89_8_1,4,8908,1,1,50,2,0,1,1,6.0,1.0,2.0,13.0,2.0
90_1_1,6,9001,1,1,50,0,0,1,1,2.0,1.0,2.0,13.0,2.0
90_3_1,5,9003,1,1,42,0,1,1,2,,,,,
90_4_1,3,9004,1,1,60,0,0,1,1,2.0,1.0,2.0,13.0,2.0
90_8_1,6,9008,2,1,60,0,0,1,1,2.0,1.0,2.0,13.0,2.0
90_9_1,4,9009,1,1,40,0,0,1,1,2.0,1.0,2.0,13.0,2.0
91_1_1,2,9101,1,1,51,0,0,1,1,2.0,1.0,2.0,13.0,2.0
91_2_1,5,9102,1,1,49,0,0,1,1,5.0,1.0,2.0,13.0,2.0
91_5_1,6,9105,1,1,36,0,0,1,1,9.0,1.0,2.0,13.0,2.0
91_6_1,4,9106,1,1,47,2,1,1,1,2.0,1.0,2.0,13.0,2.0
91_7_1,3,9107,2,1,40,0,0,1,1,9.0,1.0,2.0,13.0,2.0
91_8_1,2,9108,1,1,87,0,0,2,1,3.0,1.0,2.0,13.0,2.0
92_2_1,4,9202,1,1,45,0,0,1,2,,,,,
92_3_1,5,9203,1,1,59,0,0,1,1,9.0,1.0,2.0,13.0,2.0
92_4_1,5,9204,2,1,60,0,0,2,2,,,,,
92_6_1,7,9206,1,1,58,0,0,1,1,9.0,1.0,2.0,13.0,2.0
92_7_1,3,9207,1,1,55,0,0,1,1,9.0,1.0,2.0,13.0,2.0
92_9_1,5,9209,1,1,42,0,0,1,1,2.0,1.0,2.0,13.0,2.0
93_1_1,5,9301,1,1,44,0,0,1,1,2.0,1.0,2.0,13.0,2.0
93_2_1,4,9302,2,1,72,0,0,2,1,1.0,1.0,2.0,13.0,2.0
93_4_1,4,9304,1,1,43,0,0,1,1,2.0,1.0,2.0,13.0,2.0
93_5_1,8,9305,1,1,49,0,0,1,1,2.0,1.0,2.0,13.0,2.0
93_7_1,6,9307,1,1,63,0,0,1,1,2.0,1.0,2.0,13.0,2.0
93_8_1,4,9308,1,1,68,0,0,1,1,9.0,1.0,2.0,13.0,2.0
93_9_1,5,9309,2,1,58,0,0,1,1,5.0,1.0,2.0,13.0,2.0
94_1_1,3,9401,1,1,60,0,0,2,2,,,,,
94_2_1,4,9402,2,1,61,0,0,1,1,2.0,1.0,2.0,13.0,2.0
94_3_1,2,9403,1,1,29,0,0,1,1,2.0,1.0,2.0,13.0,2.0
94_4_1,4,9404,1,1,59,0,0,1,1,9.0,1.0,2.0,13.0,2.0
94_5_1,7,9405,1,1,54,0,0,1,1,10.0,1.0,2.0,13.0,2.0
94_6_1,5,9406,1,1,63,0,0,1,1,5.0,1.0,2.0,13.0,2.0
94_7_1,3,9407,2,1,57,0,0,1,1,3.0,1.0,2.0,13.0,2.0
94_8_1,3,9408,1,1,57,0,0,1,1,2.0,1.0,2.0,13.0,2.0
95_1_1,3,9501,1,1,60,0,0,1,2,,,,,
