psu_hh_idcode,hhid,rating_filled,q02,q03,q05,q09,q23,Q01,Q03,Q06,Q07,Q08,Q11,Q19
71_2_1,7102,1.0,1,1,33,8,0,1.0,1.0,2.0,2.0,2.0,4.0,2.0
188_9_1,18809,5.0,1,1,39,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
434_10_1,43410,8.0,1,1,51,0,0,1.0,1.0,9.0,0.0,2.0,2.0,2.0
410_10_1,41010,5.0,2,1,67,0,0,2.0,1.0,1.0,1.0,2.0,13.0,2.0
245_7_1,24507,7.0,1,1,59,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
256_5_3,25605,6.0,1,4,41,0,2,1.0,1.0,3.0,0.0,2.0,2.0,2.0
429_4_1,42904,6.0,1,1,49,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
308_10_1,30810,5.0,2,1,72,0,0,2.0,1.0,1.0,0.0,2.0,13.0,2.0
276_4_1,27604,5.0,1,1,65,0,0,2.0,1.0,2.0,1.0,2.0,13.0,2.0
714_12_1,71412,5.0,1,1,51,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
279_3_1,27903,7.0,1,1,75,0,0,3.0,1.0,1.0,0.0,2.0,13.0,2.0
130_11_2,13011,3.0,2,2,71,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
779_2_1,77902,3.0,1,1,59,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
805_2_2,80502,4.0,2,2,56,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
328_4_1,32804,3.0,1,1,54,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
524_7_1,52407,4.0,1,1,39,0,0,1.0,1.0,3.0,1.0,2.0,4.0,2.0
201_7_1,20107,7.0,1,1,64,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
458_5_1,45805,2.0,1,1,61,0,0,1.0,1.0,1.0,0.0,2.0,13.0,2.0
293_5_1,29305,2.0,1,1,34,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
546_1_2,54601,4.0,2,2,40,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
158_6_3,15806,5.0,2,4,42,0,1,1.0,1.0,3.0,2.0,2.0,13.0,2.0
10_8_1,1008,4.0,1,1,53,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
41_6_1,4106,4.0,1,1,70,0,0,2.0,1.0,1.0,1.0,2.0,13.0,2.0
767_3_2,76703,4.0,2,2,57,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
597_5_1,59705,3.0,1,1,51,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
293_4_1,29304,2.0,1,1,53,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
413_6_1,41306,4.0,2,1,30,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
773_1_1,77301,2.0,1,1,51,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
680_10_2,68010,4.0,2,2,26,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
390_6_1,39006,3.0,1,1,48,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
787_2_1,78702,5.0,1,1,27,0,1,1.0,1.0,9.0,0.0,2.0,13.0,2.0
350_6_1,35006,4.0,1,1,50,0,0,1.0,1.0,9.0,1.0,2.0,13.0,2.0
217_3_5,21703,4.0,2,4,33,12,2,1.0,1.0,2.0,1.0,2.0,13.0,2.0
688_6_1,68806,5.0,1,1,36,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
434_9_1,43409,5.0,1,1,62,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
721_6_1,72106,9.0,1,1,61,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
601_4_1,60104,4.0,1,1,43,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
351_7_1,35107,9.0,1,1,58,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
810_2_2,81002,4.0,2,2,58,0,0,2.0,1.0,2.0,0.0,2.0,2.0,2.0
786_3_1,78603,7.0,1,1,74,0,0,2.0,1.0,3.0,0.0,2.0,2.0,2.0
486_2_1,48602,5.0,1,1,48,0,0,1.0,1.0,3.0,2.0,2.0,12.0,2.0
180_2_2,18002,4.0,2,2,44,0,0,1.0,1.0,6.0,0.0,2.0,2.0,2.0
289_11_1,28911,3.0,1,1,59,0,0,1.0,1.0,5.0,1.0,2.0,13.0,2.0
335_10_1,33510,3.0,1,1,73,0,0,2.0,1.0,2.0,0.0,2.0,2.0,2.0
86_4_1,8604,5.0,1,1,44,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
351_1_1,35101,5.0,1,1,80,0,0,3.0,2.0,,,,,
668_7_1,66807,4.0,1,1,55,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
281_1_1,28101,9.0,1,1,53,0,0,1.0,1.0,9.0,0.0,2.0,2.0,2.0
222_6_1,22206,2.0,1,1,40,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
659_1_1,65901,2.0,2,1,74,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
285_5_1,28505,9.0,1,1,46,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
93_1_1,9301,5.0,1,1,44,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
604_9_1,60409,4.0,1,1,57,0,0,1.0,1.0,9.0,2.0,2.0,13.0,2.0
629_5_2,62905,4.0,2,2,58,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
728_5_1,72805,6.0,1,1,66,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
186_1_2,18601,3.0,2,2,59,0,0,1.0,1.0,1.0,0.0,2.0,2.0,2.0
555_6_2,55506,3.0,2,2,53,0,0,2.0,1.0,2.0,0.0,2.0,13.0,2.0
786_1_1,78601,6.0,1,1,54,0,0,1.0,1.0,3.0,0.0,2.0,4.0,2.0
633_7_1,63307,3.0,1,1,71,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
12_1_1,1201,3.0,2,1,58,0,0,2.0,1.0,1.0,0.0,2.0,4.0,2.0
421_7_1,42107,7.0,1,1,52,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
634_10_2,63410,4.0,2,2,41,0,0,1.0,1.0,2.0,1.0,2.0,4.0,2.0
560_8_2,56008,5.0,2,1,59,0,0,1.0,1.0,2.0,3.0,2.0,13.0,2.0
430_1_1,43001,6.0,1,1,39,10,1,1.0,1.0,2.0,1.0,2.0,13.0,2.0
20_6_1,2006,5.0,1,1,58,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
733_7_2,73307,4.0,2,2,52,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
822_3_1,82203,8.0,2,1,32,0,0,1.0,1.0,9.0,2.0,2.0,13.0,2.0
133_1_2,13301,3.0,2,2,63,0,0,1.0,1.0,1.0,0.0,2.0,2.0,2.0
216_1_1,21601,3.0,1,1,69,0,0,2.0,1.0,2.0,0.0,2.0,13.0,2.0
64_9_1,6409,5.0,1,1,51,0,1,1.0,1.0,2.0,0.0,2.0,2.0,2.0
328_5_1,32805,3.0,1,1,50,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
395_4_1,39504,5.0,1,1,45,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
660_4_1,66004,4.0,1,1,45,0,0,1.0,1.0,9.0,1.0,2.0,13.0,2.0
503_6_1,50306,3.0,1,1,69,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
418_4_1,41804,2.0,1,1,45,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
25_8_1,2508,7.0,1,1,44,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
417_6_1,41706,4.0,1,1,67,0,0,2.0,1.0,3.0,0.0,2.0,13.0,2.0
289_4_1,28904,2.0,1,1,64,0,0,1.0,1.0,5.0,0.0,2.0,13.0,2.0
254_2_1,25402,4.0,1,1,55,0,1,1.0,1.0,9.0,0.0,2.0,13.0,2.0
603_4_1,60304,2.0,1,1,52,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
368_11_4,36811,3.0,2,9,25,0,0,1.0,1.0,3.0,2.0,2.0,1.0,2.0
639_6_4,63906,7.0,2,9,30,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
717_11_1,71711,4.0,1,1,47,0,1,1.0,1.0,3.0,0.0,2.0,13.0,2.0
135_4_2,13504,3.0,2,2,36,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
681_9_1,68109,5.0,1,1,66,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
764_1_2,76401,6.0,2,2,41,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
60_5_1,6005,3.0,1,1,58,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
50_3_1,5003,2.0,1,1,34,2,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
288_9_1,28809,3.0,1,1,20,0,1,1.0,1.0,3.0,3.0,2.0,13.0,2.0
361_4_1,36104,5.0,1,1,30,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
383_4_1,38304,4.0,1,1,61,0,0,1.0,1.0,2.0,1.0,2.0,12.0,2.0
490_10_2,49010,7.0,2,1,44,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
573_4_2,57304,4.0,1,4,27,0,1,1.0,1.0,2.0,1.0,2.0,13.0,2.0
549_5_1,54905,4.0,2,1,79,0,0,2.0,1.0,2.0,0.0,2.0,2.0,2.0
95_5_1,9505,3.0,1,1,45,0,0,1.0,2.0,,,,,
654_6_1,65406,3.0,1,1,56,0,0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
221_6_1,22106,2.0,1,1,54,0,0,2.0,1.0,1.0,0.0,2.0,13.0,2.0
393_1_6,39301,4.0,2,7,72,0,0,2.0,2.0,,,,,
740_5_2,74005,1.0,1,4,25,0,1,1.0,1.0,5.0,1.0,2.0,13.0,2.0
521_1_1,52101,5.0,2,1,34,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
539_5_1,53905,7.0,1,1,49,4,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
253_11_1,25311,7.0,1,1,58,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
128_8_1,12808,7.0,1,1,42,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
101_1_1,10101,5.0,1,1,76,0,0,2.0,1.0,3.0,1.0,2.0,13.0,2.0
680_2_1,68002,4.0,1,1,59,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
702_11_3,70211,6.0,2,4,20,0,2,1.0,1.0,3.0,0.0,1.0,,
738_6_2,73806,7.0,2,2,37,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
443_2_1,44302,1.0,1,1,52,0,0,1.0,1.0,6.0,0.0,2.0,2.0,2.0
194_2_3,19402,2.0,1,4,27,0,2,1.0,1.0,3.0,3.0,2.0,13.0,2.0
131_10_2,13110,4.0,2,2,65,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
153_9_1,15309,6.0,1,1,75,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
379_6_1,37906,4.0,1,1,39,0,0,1.0,1.0,2.0,1.0,2.0,12.0,2.0
323_7_1,32307,7.0,1,1,35,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
27_1_1,2701,3.0,1,1,39,0,1,1.0,1.0,2.0,1.0,2.0,13.0,2.0
420_11_1,42011,4.0,1,1,68,0,0,1.0,1.0,5.0,0.0,2.0,13.0,2.0
434_7_1,43407,3.0,1,1,81,0,0,2.0,1.0,2.0,1.0,2.0,13.0,2.0
628_4_2,62804,5.0,2,2,58,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
558_9_1,55809,5.0,1,1,48,0,0,1.0,1.0,3.0,4.0,2.0,13.0,2.0
790_6_1,79006,3.0,2,1,77,0,0,2.0,1.0,1.0,0.0,2.0,14.0,2.0
716_7_1,71607,8.0,1,1,49,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
785_1_2,78501,5.0,2,2,50,0,0,1.0,1.0,1.0,0.0,2.0,2.0,2.0
807_9_1,80709,2.0,1,1,60,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
751_8_1,75108,4.0,1,1,48,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
131_4_2,13104,3.0,2,2,48,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
761_10_1,76110,5.0,2,1,68,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
435_9_1,43509,5.0,1,1,35,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
762_11_3,76211,6.0,1,4,26,0,2,1.0,1.0,3.0,2.0,2.0,13.0,2.0
678_2_2,67802,4.0,2,2,40,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
744_1_2,74401,2.0,2,2,50,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
728_8_1,72808,5.0,1,1,67,0,0,1.0,1.0,1.0,0.0,2.0,14.0,2.0
322_6_1,32206,5.0,1,1,44,0,0,2.0,1.0,3.0,0.0,2.0,12.0,2.0
445_8_2,44508,8.0,2,2,51,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
409_4_1,40904,4.0,1,1,60,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
203_10_1,20310,3.0,1,1,50,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
308_3_1,30803,5.0,1,1,49,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
634_2_1,63402,6.0,1,1,57,0,0,1.0,1.0,9.0,1.0,2.0,13.0,2.0
437_6_1,43706,5.0,1,1,76,0,0,2.0,1.0,2.0,0.0,2.0,13.0,2.0
228_5_1,22805,1.0,1,1,52,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
755_5_2,75505,1.0,2,2,29,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
415_2_1,41502,5.0,1,1,54,0,0,1.0,1.0,5.0,1.0,2.0,13.0,2.0
672_4_1,67204,3.0,1,1,53,0,0,1.0,1.0,3.0,1.0,2.0,2.0,2.0
79_2_1,7902,3.0,1,1,48,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
205_1_1,20501,6.0,1,1,74,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
144_1_1,14401,3.0,1,1,45,0,1,1.0,1.0,2.0,1.0,2.0,13.0,2.0
51_2_1,5102,6.0,1,1,48,0,0,1.0,1.0,6.0,2.0,2.0,13.0,2.0
178_6_1,17806,4.0,1,1,44,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
701_7_1,70107,4.0,1,1,42,0,0,1.0,1.0,2.0,0.0,2.0,4.0,2.0
707_9_2,70709,8.0,2,2,49,0,0,1.0,1.0,9.0,1.0,2.0,13.0,2.0
783_4_1,78304,8.0,1,1,63,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
186_6_1,18606,2.0,2,1,69,0,0,1.0,1.0,1.0,1.0,2.0,13.0,2.0
500_7_1,50007,4.0,1,1,71,0,0,1.0,1.0,1.0,1.0,2.0,13.0,2.0
117_7_1,11707,6.0,1,1,42,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
649_3_1,64903,6.0,1,1,47,0,1,1.0,1.0,9.0,0.0,2.0,13.0,2.0
208_11_1,20811,2.0,1,1,58,0,0,1.0,1.0,4.0,0.0,2.0,13.0,2.0
828_2_1,82802,6.0,1,1,42,0,0,1.0,1.0,3.0,0.0,2.0,4.0,2.0
758_8_1,75808,6.0,1,1,45,0,1,1.0,1.0,9.0,2.0,2.0,13.0,2.0
416_5_1,41605,4.0,1,1,42,0,0,1.0,1.0,2.0,1.0,2.0,4.0,2.0
797_4_1,79704,4.0,2,1,54,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
358_4_1,35804,3.0,1,1,52,0,0,2.0,1.0,2.0,1.0,2.0,13.0,2.0
425_7_1,42507,5.0,1,1,54,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
451_1_1,45101,7.0,1,1,65,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
195_8_2,19508,4.0,2,2,40,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
470_7_1,47007,3.0,1,1,65,0,0,2.0,1.0,2.0,0.0,2.0,13.0,2.0
400_8_1,40008,3.0,2,1,59,0,0,1.0,1.0,4.0,0.0,2.0,13.0,2.0
710_9_1,71009,5.0,2,1,23,0,0,1.0,1.0,7.0,0.0,2.0,4.0,2.0
749_3_2,74903,5.0,2,2,58,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
359_2_1,35902,4.0,1,1,40,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
193_10_2,19310,3.0,2,2,50,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
150_1_1,15001,6.0,1,1,63,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
95_1_1,9501,3.0,1,1,60,0,0,1.0,2.0,,,,,
165_4_1,16504,3.0,1,1,82,0,0,1.0,1.0,1.0,0.0,2.0,2.0,2.0
198_3_2,19803,4.0,2,2,47,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
669_8_2,66908,4.0,2,1,37,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
315_3_1,31503,4.0,1,1,55,0,0,1.0,1.0,6.0,2.0,2.0,13.0,2.0
193_3_1,19303,8.0,1,1,85,0,0,2.0,1.0,1.0,0.0,2.0,13.0,2.0
638_8_1,63808,8.0,1,1,62,0,0,1.0,1.0,9.0,1.0,2.0,13.0,2.0
170_3_1,17003,8.0,1,1,64,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
560_7_1,56007,4.0,1,1,64,0,0,2.0,1.0,2.0,3.0,2.0,13.0,2.0
188_3_1,18803,7.0,1,1,58,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
668_4_1,66804,4.0,1,1,33,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
93_9_1,9309,5.0,2,1,58,0,0,1.0,1.0,5.0,1.0,2.0,13.0,2.0
570_8_1,57008,5.0,1,1,70,0,0,2.0,1.0,1.0,1.0,2.0,13.0,2.0
430_5_1,43005,2.0,2,1,77,0,0,3.0,2.0,,,,,
338_3_1,33803,6.0,1,1,53,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
41_3_1,4103,3.0,2,1,81,0,0,2.0,1.0,2.0,1.0,2.0,13.0,2.0
303_3_1,30303,2.0,1,1,59,0,0,1.0,2.0,,,,,
172_3_2,17203,5.0,2,2,46,0,0,1.0,1.0,3.0,2.0,2.0,2.0,2.0
667_3_1,66703,3.0,1,1,59,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
90_1_1,9001,6.0,1,1,50,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
5_7_1,507,4.0,1,1,52,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
685_1_1,68501,6.0,2,1,67,0,0,2.0,2.0,,,,,
593_8_1,59308,6.0,1,1,49,0,0,1.0,1.0,4.0,1.0,2.0,3.0,2.0
300_9_1,30009,5.0,1,1,61,0,0,1.0,1.0,2.0,0.0,2.0,3.0,2.0
38_1_1,3801,1.0,1,1,73,0,0,2.0,1.0,1.0,1.0,2.0,13.0,2.0
694_6_1,69406,6.0,1,1,41,0,0,1.0,1.0,3.0,3.0,2.0,13.0,2.0
493_4_1,49304,7.0,1,1,51,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
772_7_2,77207,2.0,2,2,81,0,0,2.0,1.0,2.0,0.0,2.0,2.0,2.0
77_5_1,7705,3.0,1,1,60,0,0,1.0,1.0,3.0,0.0,1.0,,2.0
591_8_1,59108,1.0,1,1,59,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
381_8_1,38108,5.0,1,1,53,0,0,1.0,1.0,9.0,2.0,2.0,13.0,2.0
437_5_1,43705,4.0,1,1,67,0,0,2.0,1.0,2.0,0.0,2.0,13.0,2.0
102_5_1,10205,3.0,2,1,59,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
88_1_1,8801,5.0,1,1,47,0,0,1.0,1.0,9.0,1.0,2.0,13.0,2.0
89_3_1,8903,5.0,1,1,52,0,0,1.0,1.0,9.0,1.0,2.0,13.0,2.0
570_7_2,57007,5.0,2,2,52,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
832_11_1,83211,6.0,1,1,55,0,0,1.0,1.0,2.0,0.0,2.0,4.0,2.0
68_4_1,6804,4.0,1,1,66,0,0,1.0,1.0,5.0,2.0,2.0,13.0,2.0
138_8_1,13808,7.0,1,1,56,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
708_1_1,70801,1.0,2,1,23,0,0,1.0,1.0,7.0,0.0,1.0,,
817_4_1,81704,4.0,2,1,64,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
240_10_1,24010,3.0,1,1,55,0,0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
156_5_1,15605,2.0,2,1,36,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
621_9_1,62109,5.0,1,1,32,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
123_11_2,12311,4.0,2,2,60,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
369_2_2,36902,4.0,2,2,45,0,0,1.0,1.0,2.0,0.0,1.0,,2.0
125_3_1,12503,6.0,1,1,68,4,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
834_7_1,83407,5.0,1,1,42,0,0,1.0,1.0,9.0,2.0,2.0,4.0,2.0
389_5_1,38905,4.0,1,1,42,0,0,1.0,1.0,9.0,0.0,2.0,2.0,2.0
246_11_1,24611,8.0,1,1,27,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
776_7_1,77607,6.0,1,1,45,0,0,1.0,1.0,3.0,1.0,2.0,4.0,2.0
189_4_1,18904,4.0,1,1,62,0,0,1.0,1.0,1.0,0.0,2.0,13.0,2.0
770_9_1,77009,1.0,1,1,39,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
685_8_1,68508,6.0,1,1,58,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
718_3_1,71803,5.0,1,1,56,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
621_5_1,62105,5.0,1,1,29,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
576_5_8,57605,4.0,2,10,49,0,1,1.0,1.0,3.0,0.0,2.0,13.0,2.0
630_9_1,63009,3.0,2,1,80,0,0,2.0,1.0,0.0,1.0,2.0,13.0,2.0
400_7_1,40007,4.0,1,1,59,0,0,2.0,1.0,6.0,1.0,2.0,13.0,2.0
786_9_2,78609,4.0,2,2,41,0,0,1.0,1.0,2.0,0.0,2.0,4.0,2.0
305_2_1,30502,3.0,1,1,60,0,0,1.0,1.0,2.0,2.0,2.0,13.0,2.0
443_9_1,44309,7.0,1,1,38,0,2,1.0,1.0,3.0,0.0,2.0,2.0,2.0
59_2_1,5902,6.0,2,1,60,0,0,2.0,1.0,1.0,1.0,2.0,13.0,2.0
69_7_1,6907,2.0,2,1,76,0,0,3.0,1.0,1.0,0.0,2.0,13.0,2.0
771_2_2,77102,2.0,2,2,59,0,0,1.0,1.0,2.0,0.0,1.0,,2.0
44_6_1,4406,4.0,1,1,40,0,0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
492_5_1,49205,5.0,1,1,64,0,0,2.0,1.0,2.0,0.0,2.0,2.0,2.0
667_4_1,66704,2.0,1,1,52,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
178_5_1,17805,7.0,1,1,30,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
695_3_1,69503,4.0,1,1,25,0,0,1.0,1.0,3.0,2.0,1.0,,
166_4_1,16604,5.0,1,1,56,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
827_9_1,82709,4.0,1,1,78,0,0,1.0,1.0,9.0,0.0,2.0,14.0,2.0
20_7_1,2007,3.0,1,1,79,0,0,2.0,1.0,0.0,1.0,2.0,13.0,2.0
44_12_1,4412,4.0,1,1,33,0,0,1.0,1.0,3.0,1.0,2.0,5.0,2.0
821_4_2,82104,8.0,2,2,51,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
708_4_1,70804,2.0,2,1,29,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
753_2_1,75302,8.0,1,1,83,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
92_6_1,9206,7.0,1,1,58,0,0,1.0,1.0,9.0,1.0,2.0,13.0,2.0
315_7_1,31507,4.0,1,1,56,0,0,1.0,1.0,3.0,2.0,2.0,13.0,2.0
746_2_3,74602,5.0,2,4,32,0,2,1.0,1.0,9.0,3.0,2.0,4.0,2.0
609_4_1,60904,4.0,1,1,71,0,0,1.0,1.0,1.0,1.0,2.0,13.0,2.0
790_9_2,79009,4.0,2,2,44,0,0,1.0,1.0,3.0,0.0,2.0,14.0,2.0
712_8_2,71208,7.0,2,2,30,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
614_5_1,61405,5.0,1,1,52,0,0,1.0,1.0,9.0,3.0,2.0,13.0,2.0
168_6_2,16806,6.0,2,2,47,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
302_6_1,30206,4.0,1,1,69,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
149_6_2,14906,5.0,2,2,51,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
444_8_1,44408,8.0,1,1,42,0,1,1.0,1.0,3.0,0.0,2.0,2.0,2.0
774_10_2,77410,4.0,1,4,24,0,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0
21_8_1,2108,1.0,1,1,46,1,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
584_1_1,58401,6.0,1,1,60,0,0,3.0,2.0,,,,,
686_2_2,68602,8.0,2,2,31,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
385_10_1,38510,4.0,1,1,81,0,0,3.0,1.0,0.0,0.0,2.0,2.0,2.0
631_7_2,63107,2.0,2,2,26,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
309_3_1,30903,2.0,2,1,81,0,0,2.0,1.0,0.0,0.0,2.0,13.0,2.0
391_3_1,39103,4.0,1,1,25,0,2,1.0,1.0,7.0,1.0,2.0,13.0,2.0
289_1_1,28901,1.0,1,1,63,0,0,1.0,1.0,5.0,1.0,2.0,13.0,2.0
286_9_2,28609,3.0,2,2,56,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
811_1_2,81101,6.0,2,2,58,0,0,1.0,1.0,9.0,1.0,2.0,13.0,2.0
182_7_1,18207,5.0,1,1,51,0,0,1.0,1.0,6.0,0.0,2.0,4.0,2.0
196_7_1,19607,5.0,1,1,78,0,0,2.0,2.0,,,,,
578_1_1,57801,6.0,1,1,43,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
96_6_2,9606,4.0,2,2,48,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
238_2_2,23802,4.0,2,2,52,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
478_6_1,47806,5.0,1,1,44,0,1,1.0,1.0,2.0,0.0,2.0,13.0,2.0
472_10_1,47210,7.0,1,1,58,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
47_6_1,4706,3.0,1,1,67,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
